         4643644 function calls (4640739 primitive calls) in 15.413 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       26    0.002    0.000    0.005    0.000 abc.py:132(__new__)
       26    0.001    0.000    0.001    0.000 abc.py:135(<setcomp>)
        4    0.000    0.000    0.001    0.000 abc.py:151(register)
      8/4    0.000    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
       57    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.002    0.002 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.007    0.007 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:500(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.008    0.008 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
        2    0.000    0.000    0.000    0.000 compat.py:13(geterror)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:74(get_BytesIO)
        1    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1004(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1029(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1310(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1318(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1820(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1843(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        9    0.000    0.000    0.001    0.000 datetime.py:338(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:934(tzinfo)
        1    0.000    0.000    0.005    0.005 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.001    0.001 enum.py:1(<module>)
        7    0.001    0.000    0.001    0.000 enum.py:121(<setcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
       52    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        5    0.000    0.000    0.004    0.001 enum.py:209(__call__)
       46    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        6    0.000    0.000    0.000    0.000 enum.py:254(__getattr__)
        5    0.000    0.000    0.000    0.000 enum.py:279(__members__)
       71    0.000    0.000    0.001    0.000 enum.py:295(__setattr__)
        5    0.000    0.000    0.004    0.001 enum.py:308(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:328(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:355(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        7    0.000    0.000    0.000    0.000 enum.py:400(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:447(Enum)
        7    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:503(__hash__)
       46    0.000    0.000    0.001    0.000 enum.py:51(__setitem__)
        4    0.000    0.000    0.007    0.002 enum.py:526(_convert)
        4    0.001    0.000    0.002    0.001 enum.py:541(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:550(IntEnum)
       28    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        7    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        7    0.001    0.000    0.004    0.001 enum.py:88(__new__)
        7    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.093    0.093 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.002    0.002 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 fractions.py:318(_operator_fallbacks)
        1    0.000    0.000    0.015    0.015 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
       11    0.000    0.000    0.000    0.000 functools.py:43(update_wrapper)
       10    0.000    0.000    0.000    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.042    0.042 game.py:1(<module>)
       95    0.001    0.000    0.001    0.000 game.py:102(timeInMillis)
        1    0.000    0.000    0.894    0.894 game.py:15(__init__)
        1    0.000    0.000   14.360   14.360 game.py:22(start)
       47    0.006    0.000   14.360    0.306 game.py:25(tick)
       47    0.239    0.005    0.624    0.013 game.py:33(draw)
       47    0.001    0.000    0.344    0.007 game.py:57(eventCatcher)
       46    0.001    0.000    0.002    0.000 game.py:71(movementHandler)
        1    0.000    0.000    0.000    0.000 game.py:8(Game)
        1    0.000    0.000    0.816    0.816 game.py:96(configureScreen)
       10    0.000    0.000    0.000    0.000 genericpath.py:111(_splitext)
       53    0.000    0.000    0.011    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 geometry.py:1(<module>)
    19152    0.114    0.000    0.206    0.000 geometry.py:10(distanceTo)
   477579    0.530    0.000    0.530    0.000 geometry.py:14(getX)
   477579    0.516    0.000    0.516    0.000 geometry.py:17(getY)
   496146    0.641    0.000    0.641    0.000 geometry.py:26(increaseY)
   496146    0.652    0.000    0.652    0.000 geometry.py:29(increaseX)
        1    0.000    0.000    0.000    0.000 geometry.py:4(Point)
   552589    0.795    0.000    0.795    0.000 geometry.py:6(__init__)
        1    0.000    0.000    0.006    0.006 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.016    0.016 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 locale.py:376(normalize)
        1    0.000    0.000    0.000    0.000 locale.py:459(_parse_localename)
        1    0.000    0.000    0.000    0.000 locale.py:509(getdefaultlocale)
        1    0.000    0.000    0.000    0.000 locale.py:562(getlocale)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000   15.254   15.254 main.py:11(main)
        1    0.000    0.000   15.414   15.414 main.py:5(<module>)
        1    0.000    0.000    0.001    0.001 message.py:106(Message)
        1    0.000    0.000    0.000    0.000 message.py:1140(EmailMessage)
        1    0.000    0.000    0.085    0.085 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
     1391    0.010    0.000    0.015    0.000 ntpath.py:120(splitdrive)
     1158    0.011    0.000    0.030    0.000 ntpath.py:197(split)
       10    0.000    0.000    0.000    0.000 ntpath.py:220(splitext)
      102    0.002    0.000    0.005    0.000 ntpath.py:237(dirname)
     1158    0.003    0.000    0.004    0.000 ntpath.py:35(_get_bothseps)
       11    0.000    0.000    0.000    0.000 ntpath.py:45(normcase)
       11    0.000    0.000    0.001    0.000 ntpath.py:465(normpath)
       11    0.000    0.000    0.001    0.000 ntpath.py:530(abspath)
      111    0.001    0.000    0.003    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        3    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        5    0.000    0.000    0.000    0.000 os.py:738(check_str)
        4    0.000    0.000    0.000    0.000 os.py:744(encodekey)
        1    0.000    0.000    0.000    0.000 parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:237(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:256(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:269(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.004    0.004 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:648(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.095    0.095 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.344    0.344 pkgdata.py:18(<module>)
       48    0.000    0.000    0.069    0.001 pkgdata.py:34(getResource)
       18    0.000    0.000    0.000    0.000 pkgutil.py:397(get_importer)
        1    0.000    0.000    0.032    0.032 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.016    0.016 plistlib.py:47(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:593(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.004    0.004 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.013    0.013 random.py:37(<module>)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 raycaster.py:1(<module>)
    41753    0.051    0.000    0.051    0.000 raycaster.py:122(getColumn)
    13553    0.016    0.000    0.016    0.000 raycaster.py:125(getColor)
       47    0.000    0.000    0.000    0.000 raycaster.py:128(getColumnList)
      282    0.001    0.000    0.001    0.000 raycaster.py:131(getPlayer)
        2    0.000    0.000    0.000    0.000 raycaster.py:134(getScreenX)
       47    0.000    0.000    0.000    0.000 raycaster.py:140(getInfo)
    28247    0.067    0.000    0.067    0.000 raycaster.py:144(validateAngle)
       47    5.881    0.125   13.384    0.285 raycaster.py:15(cast)
        1    0.000    0.000    0.000    0.000 raycaster.py:5(RayCaster)
        1    0.000    0.000    0.000    0.000 raycaster.py:6(__init__)
       10    0.000    0.000    0.001    0.000 re.py:175(sub)
       55    0.000    0.000    0.151    0.003 re.py:222(compile)
        1    0.000    0.000    0.000    0.000 re.py:240(escape)
       65    0.002    0.000    0.151    0.002 re.py:278(_compile)
        1    0.000    0.000    0.000    0.000 selectors.py:196(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.005    0.005 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:50(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:70(BaseSelector)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.040    0.040 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.006    0.006 signal.py:1(<module>)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.004    0.004 sndarray.py:58(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.019    0.019 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:528(SocketIO)
      165    0.000    0.000    0.001    0.000 socket.py:76(<lambda>)
      166    0.000    0.000    0.001    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.062    0.062 specifiers.py:14(<module>)
        1    0.000    0.000    0.003    0.003 specifiers.py:224(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:25(InvalidSpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:276(_require_version_compare)
        1    0.000    0.000    0.054    0.054 specifiers.py:285(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:31(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:599(SpecifierSet)
        1    0.000    0.000    0.000    0.000 specifiers.py:88(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1302(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1392(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 sprite.py:531(Group)
        1    0.000    0.000    0.000    0.000 sprite.py:557(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:586(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:613(LayeredUpdates)
        1    0.000    0.000    0.004    0.004 sprite.py:67(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:948(LayeredDirty)
      710    0.001    0.000    0.002    0.000 sre_compile.py:101(fixup)
      212    0.002    0.000    0.017    0.000 sre_compile.py:221(_compile_charset)
      212    0.009    0.000    0.014    0.000 sre_compile.py:248(_optimize_charset)
       20    0.000    0.000    0.001    0.000 sre_compile.py:374(_mk_bitmap)
       20    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        8    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
      257    0.001    0.000    0.002    0.000 sre_compile.py:386(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
       55    0.001    0.000    0.010    0.000 sre_compile.py:412(_compile_info)
      110    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
       55    0.000    0.000    0.053    0.001 sre_compile.py:516(_code)
       55    0.001    0.000    0.150    0.003 sre_compile.py:531(compile)
   619/55    0.013    0.000    0.042    0.001 sre_compile.py:64(_compile)
      619    0.001    0.000    0.001    0.000 sre_parse.py:105(__init__)
      936    0.002    0.000    0.003    0.000 sre_parse.py:153(__len__)
     2581    0.008    0.000    0.011    0.000 sre_parse.py:157(__getitem__)
      257    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
      925    0.002    0.000    0.003    0.000 sre_parse.py:165(append)
  873/316    0.005    0.000    0.007    0.000 sre_parse.py:167(getwidth)
       55    0.000    0.000    0.001    0.000 sre_parse.py:217(__init__)
     8105    0.017    0.000    0.017    0.000 sre_parse.py:226(__next)
     1442    0.002    0.000    0.003    0.000 sre_parse.py:242(match)
     7146    0.021    0.000    0.036    0.000 sre_parse.py:247(get)
       35    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       50    0.001    0.000    0.001    0.000 sre_parse.py:260(getuntil)
      808    0.002    0.000    0.003    0.000 sre_parse.py:276(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
      112    0.001    0.000    0.001    0.000 sre_parse.py:312(_class_escape)
      146    0.001    0.000    0.001    0.000 sre_parse.py:362(_escape)
   237/55    0.003    0.000    0.093    0.002 sre_parse.py:429(_parse_sub)
   327/60    0.024    0.000    0.092    0.002 sre_parse.py:491(_parse)
       55    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      360    0.001    0.000    0.001    0.000 sre_parse.py:75(groups)
      123    0.001    0.000    0.002    0.000 sre_parse.py:78(opengroup)
       55    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
       55    0.001    0.000    0.095    0.002 sre_parse.py:819(parse)
      123    0.000    0.000    0.000    0.000 sre_parse.py:90(closegroup)
        1    0.000    0.000    0.007    0.007 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:170(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.007    0.007 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.009    0.009 subprocess.py:356(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:632(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:833(Popen)
        1    0.000    0.000    0.006    0.006 surfarray.py:61(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:585(get_platform)
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1380(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2406(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.009    0.009 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:578(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:608(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:415(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:458(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:619(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:767(TemporaryDirectory)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1165(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1195(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1197(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1214(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        2    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:745(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:764(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:897(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timer.py:1(<module>)
        1    0.000    0.000   14.360   14.360 timer.py:11(start)
        1    0.000    0.000    0.000    0.000 timer.py:4(Timer)
        1    0.000    0.000    0.000    0.000 timer.py:7(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
